medi	snps_for_medi	coef	file	method	tissue	trait	seq	Pos	medi_V4_name
GRMZM2G375002	2-204951749	-0.052933219	res.fixed_indirect_X.12647..L.homoserine.2..12.359_ts_L3Tip.csv	res.fixed	L3Tip	X.12647..L.homoserine.2..12.359	2	210852032	Zm00001d018573
GRMZM2G375002	7-135260494	-0.068623715	res.fixed_indirect_X.439742..beta.cyano.L.alanine..11.288_ts_L3Tip.csv	res.fixed	L3Tip	X.439742..beta.cyano.L.alanine..11.288	7	139385788	Zm00001d018573
GRMZM2G375002	9-18338173	-0.042655931	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_L3Tip.csv	res.fixed	L3Tip	X.448388..D.allose.1..17.278	9	18178030	Zm00001d018573
GRMZM2G375002	5-216350834	0.116274626	res.fixed_indirect_X.12647..L.homoserine.2..12.359_ts_L3Tip.csv	res.fixed	L3Tip	X.12647..L.homoserine.2..12.359	5	222213225	Zm00001d018573
GRMZM2G375002	5-216723389	-0.219711961	res.fixed_indirect_X.204..allantoin.1..17.293_ts_L3Tip.csv	res.fixed	L3Tip	X.204..allantoin.1..17.293	5	222598134	Zm00001d018573
GRMZM2G375002	5-217242255	-0.278604957	res.fixed_indirect_X.204..allantoin.1..17.293_ts_L3Tip.csv	res.fixed	L3Tip	X.204..allantoin.1..17.293	5	223138331	Zm00001d018573
GRMZM2G375002	5-217145018	-0.218253758	res.fixed_indirect_X.204..allantoin.1..17.293_ts_L3Tip.csv	res.fixed	L3Tip	X.204..allantoin.1..17.293	5	223040926	Zm00001d018573
GRMZM2G375002	5-215535426	-0.033165369	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_L3Tip.csv	res.fixed	L3Tip	X.448388..D.allose.1..17.278	5	221343543	Zm00001d018573
GRMZM2G375002	5-215535426	-0.09336715	res.fixed_indirect_X.204..allantoin.1..17.293_ts_L3Tip.csv	res.fixed	L3Tip	X.204..allantoin.1..17.293	5	221343543	Zm00001d018573
GRMZM2G375002	9-18338173	-0.081045544	res.fixed_indirect_X.204..allantoin.1..17.293_ts_L3Tip.csv	res.fixed	L3Tip	X.204..allantoin.1..17.293	9	18178030	Zm00001d018573
GRMZM2G375002	8-67514150	-0.088421003	res.fixed_indirect_X.204..allantoin.1..17.293_ts_L3Tip.csv	res.fixed	L3Tip	X.204..allantoin.1..17.293	8	69058967	Zm00001d018573
GRMZM2G375002	1-282437419	-0.06466314	res.fixed_indirect_X.12647..L.homoserine.2..12.359_ts_L3Tip.csv	res.fixed	L3Tip	X.12647..L.homoserine.2..12.359	1	287438387	Zm00001d018573
GRMZM2G375002	6-33654332	0.003414665	res.fixed_indirect_X.204..allantoin.1..17.293_ts_L3Tip.csv	res.fixed	L3Tip	X.204..allantoin.1..17.293	6	35203135	Zm00001d018573
GRMZM2G375002	4-103527330	-0.149187401	res.fixed_indirect_X.439742..beta.cyano.L.alanine..11.288_ts_L3Tip.csv	res.fixed	L3Tip	X.439742..beta.cyano.L.alanine..11.288	4	101124894	Zm00001d018573
GRMZM2G375002	4-103527330	-0.149187401	res.fixed_indirect_X.204..allantoin.1..17.293_ts_L3Tip.csv	res.fixed	L3Tip	X.204..allantoin.1..17.293	4	101124894	Zm00001d018573
GRMZM2G375002	7-173510049	-0.029187909	res.fixed_indirect_X.6262..L.ornithine.2..16.632_ts_L3Tip.csv	res.fixed	L3Tip	X.6262..L.ornithine.2..16.632	7	177429836	Zm00001d018573
GRMZM2G375002	2-55849125	-0.075980138	res.fixed_indirect_X.6262..L.ornithine.2..16.632_ts_L3Tip.csv	res.fixed	L3Tip	X.6262..L.ornithine.2..16.632	2	57272007	Zm00001d018573
GRMZM2G375002	5-217043632	-0.22696171	res.fixed_indirect_SouthernLeafBlight_ts_L3Tip.csv	res.fixed	L3Tip	SouthernLeafBlight	5	222937784	Zm00001d018573
GRMZM2G375002	5-216723389	-0.349421712	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_L3Tip.csv	res.fixed	L3Tip	X.448388..D.allose.1..17.278	5	222598134	Zm00001d018573
GRMZM2G375002	8-79201358	-0.035104907	res.fixed_indirect_X.12647..L.homoserine.2..12.359_ts_L3Tip.csv	res.fixed	L3Tip	X.12647..L.homoserine.2..12.359	8	81081401	Zm00001d018573
GRMZM2G375002	7-144901357	-0.075646137	res.fixed_indirect_X.12647..L.homoserine.2..12.359_ts_L3Tip.csv	res.fixed	L3Tip	X.12647..L.homoserine.2..12.359	7	149802755	Zm00001d018573
GRMZM2G375002	2-52991121	0.048768663	res.fixed_indirect_X.439742..beta.cyano.L.alanine..11.288_ts_L3Tip.csv	res.fixed	L3Tip	X.439742..beta.cyano.L.alanine..11.288	2	54385186	Zm00001d018573
GRMZM2G375002	3-119194912	0.006204685	res.fixed_indirect_X.6262..L.ornithine.2..16.632_ts_L3Tip.csv	res.fixed	L3Tip	X.6262..L.ornithine.2..16.632	3	119392829	Zm00001d018573
GRMZM2G375002	6-93067427	-0.030421915	res.fixed_indirect_X.12647..L.homoserine.2..12.359_ts_L3Tip.csv	res.fixed	L3Tip	X.12647..L.homoserine.2..12.359	6	95513283	Zm00001d018573
GRMZM2G375002	8-2081291	-0.026059728	res.fixed_indirect_X.6262..L.ornithine.2..16.632_ts_L3Tip.csv	res.fixed	L3Tip	X.6262..L.ornithine.2..16.632	8	2227119	Zm00001d018573
GRMZM2G375002	3-21184532	-0.066420608	res.fixed_indirect_X.204..allantoin.1..17.293_ts_L3Tip.csv	res.fixed	L3Tip	X.204..allantoin.1..17.293	3	20602076	Zm00001d018573
GRMZM2G375002	7-173510049	-0.029187909	res.fixed_indirect_X.439742..beta.cyano.L.alanine..11.288_ts_L3Tip.csv	res.fixed	L3Tip	X.439742..beta.cyano.L.alanine..11.288	7	177429836	Zm00001d018573
GRMZM2G375002	2-204951749	-0.08570789	res.fixed_indirect_X.439742..beta.cyano.L.alanine..11.288_ts_L3Tip.csv	res.fixed	L3Tip	X.439742..beta.cyano.L.alanine..11.288	2	210852032	Zm00001d018573
GRMZM2G375002	10-146404049	-0.031198284	res.fixed_indirect_SouthernLeafBlight_ts_L3Tip.csv	res.fixed	L3Tip	SouthernLeafBlight	10	147770487	Zm00001d018573
GRMZM2G375002	9-77556642	-0.041269052	res.fixed_indirect_X.439742..beta.cyano.L.alanine..11.288_ts_L3Tip.csv	res.fixed	L3Tip	X.439742..beta.cyano.L.alanine..11.288	9	79646551	Zm00001d018573
GRMZM2G375002	6-76150794	-0.093919913	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_L3Tip.csv	res.fixed	L3Tip	X.448388..D.allose.1..17.278	6	78911542	Zm00001d018573
GRMZM2G375002	5-216459403	-0.062096535	res.fixed_indirect_SouthernLeafBlight_ts_L3Tip.csv	res.fixed	L3Tip	SouthernLeafBlight	5	222322649	Zm00001d018573
GRMZM2G375002	5-217145018	-0.251435903	res.fixed_indirect_X.12647..L.homoserine.2..12.359_ts_L3Tip.csv	res.fixed	L3Tip	X.12647..L.homoserine.2..12.359	5	223040926	Zm00001d018573
GRMZM2G375002	4-229350503	0.071682384	res.fixed_indirect_X.12647..L.homoserine.2..12.359_ts_L3Tip.csv	res.fixed	L3Tip	X.12647..L.homoserine.2..12.359	4	233805555	Zm00001d018573
GRMZM2G375002	5-217145018	-0.280701915	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_L3Tip.csv	res.fixed	L3Tip	X.448388..D.allose.1..17.278	5	223040926	Zm00001d018573
GRMZM2G375002	6-93067427	-0.040606077	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_L3Tip.csv	res.fixed	L3Tip	X.236..L.asparagine.2..14.984	6	95513283	Zm00001d018573
GRMZM2G375002	8-67514150	-0.077328757	res.fixed_indirect_X.12647..L.homoserine.2..12.359_ts_L3Tip.csv	res.fixed	L3Tip	X.12647..L.homoserine.2..12.359	8	69058967	Zm00001d018573
GRMZM2G375002	1-92138629	-0.065900103	res.fixed_indirect_X.439742..beta.cyano.L.alanine..11.288_ts_L3Tip.csv	res.fixed	L3Tip	X.439742..beta.cyano.L.alanine..11.288	1	94139974	Zm00001d018573
GRMZM2G375002	6-76150794	-0.090756574	res.fixed_indirect_X.938..nicotinic.acid..10.27_ts_L3Tip.csv	res.fixed	L3Tip	X.938..nicotinic.acid..10.27	6	78911542	Zm00001d018573
GRMZM2G375002	5-216350834	0.025911579	res.fixed_indirect_X.439742..beta.cyano.L.alanine..11.288_ts_L3Tip.csv	res.fixed	L3Tip	X.439742..beta.cyano.L.alanine..11.288	5	222213225	Zm00001d018573
GRMZM2G375002	6-117496960	-0.020703127	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_L3Tip.csv	res.fixed	L3Tip	X.448388..D.allose.1..17.278	6	121222662	Zm00001d018573
GRMZM2G375002	2-55849125	-0.081621714	res.fixed_indirect_X.938..nicotinic.acid..10.27_ts_L3Tip.csv	res.fixed	L3Tip	X.938..nicotinic.acid..10.27	2	57272007	Zm00001d018573
GRMZM2G375002	7-135260494	-0.05954776	res.fixed_indirect_X.938..nicotinic.acid..10.27_ts_L3Tip.csv	res.fixed	L3Tip	X.938..nicotinic.acid..10.27	7	139385788	Zm00001d018573
GRMZM2G375002	1-92138629	-0.065900103	res.fixed_indirect_X.204..allantoin.1..17.293_ts_L3Tip.csv	res.fixed	L3Tip	X.204..allantoin.1..17.293	1	94139974	Zm00001d018573
GRMZM2G375002	5-217145018	-0.242635377	res.fixed_indirect_X.938..nicotinic.acid..10.27_ts_L3Tip.csv	res.fixed	L3Tip	X.938..nicotinic.acid..10.27	5	223040926	Zm00001d018573
GRMZM2G375002	2-55849125	-0.075980138	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_L3Tip.csv	res.fixed	L3Tip	X.236..L.asparagine.2..14.984	2	57272007	Zm00001d018573
GRMZM2G375002	5-217145018	-0.204038409	res.fixed_indirect_SouthernLeafBlight_ts_L3Tip.csv	res.fixed	L3Tip	SouthernLeafBlight	5	223040926	Zm00001d018573
GRMZM2G375002	7-134365569	-0.101929915	res.fixed_indirect_X.439742..beta.cyano.L.alanine..11.288_ts_L3Tip.csv	res.fixed	L3Tip	X.439742..beta.cyano.L.alanine..11.288	7	138457929	Zm00001d018573
GRMZM2G375002	2-52991121	0.048768663	res.fixed_indirect_X.204..allantoin.1..17.293_ts_L3Tip.csv	res.fixed	L3Tip	X.204..allantoin.1..17.293	2	54385186	Zm00001d018573
GRMZM2G375002	4-238584745	-0.085972383	res.fixed_indirect_X.6262..L.ornithine.2..16.632_ts_L3Tip.csv	res.fixed	L3Tip	X.6262..L.ornithine.2..16.632	4	243335764	Zm00001d018573
GRMZM2G375002	3-16876584	-0.073548376	res.fixed_indirect_X.204..allantoin.1..17.293_ts_L3Tip.csv	res.fixed	L3Tip	X.204..allantoin.1..17.293	3	16215389	Zm00001d018573
GRMZM2G375002	9-18338173	-0.081045544	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_L3Tip.csv	res.fixed	L3Tip	X.236..L.asparagine.2..14.984	9	18178030	Zm00001d018573
GRMZM2G375002	8-79500967	-0.308936657	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_L3Tip.csv	res.fixed	L3Tip	X.448388..D.allose.1..17.278	8	81524556	Zm00001d018573
GRMZM2G375002	7-173510049	-0.029187909	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_L3Tip.csv	res.fixed	L3Tip	X.236..L.asparagine.2..14.984	7	177429836	Zm00001d018573
GRMZM2G375002	5-216350834	0.025911579	res.fixed_indirect_X.204..allantoin.1..17.293_ts_L3Tip.csv	res.fixed	L3Tip	X.204..allantoin.1..17.293	5	222213225	Zm00001d018573
GRMZM2G375002	5-216350834	0.025911579	res.fixed_indirect_X.6262..L.ornithine.2..16.632_ts_L3Tip.csv	res.fixed	L3Tip	X.6262..L.ornithine.2..16.632	5	222213225	Zm00001d018573
GRMZM2G375002	7-135260494	-0.073224986	res.fixed_indirect_X.12647..L.homoserine.2..12.359_ts_L3Tip.csv	res.fixed	L3Tip	X.12647..L.homoserine.2..12.359	7	139385788	Zm00001d018573
GRMZM2G375002	2-55849125	-0.073056966	res.fixed_indirect_X.12647..L.homoserine.2..12.359_ts_L3Tip.csv	res.fixed	L3Tip	X.12647..L.homoserine.2..12.359	2	57272007	Zm00001d018573
GRMZM2G375002	2-55849125	-0.116440078	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_L3Tip.csv	res.fixed	L3Tip	X.448388..D.allose.1..17.278	2	57272007	Zm00001d018573
GRMZM2G375002	5-217145018	-0.218253758	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_L3Tip.csv	res.fixed	L3Tip	X.236..L.asparagine.2..14.984	5	223040926	Zm00001d018573
GRMZM2G375002	5-216723389	-0.219711961	res.fixed_indirect_X.439742..beta.cyano.L.alanine..11.288_ts_L3Tip.csv	res.fixed	L3Tip	X.439742..beta.cyano.L.alanine..11.288	5	222598134	Zm00001d018573
GRMZM2G375002	6-21802734	-0.014296171	res.fixed_indirect_X.12647..L.homoserine.2..12.359_ts_L3Tip.csv	res.fixed	L3Tip	X.12647..L.homoserine.2..12.359	6	20100368	Zm00001d018573
GRMZM2G375002	4-218081957	-0.040824035	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_L3Tip.csv	res.fixed	L3Tip	X.448388..D.allose.1..17.278	4	221715143	Zm00001d018573
GRMZM2G375002	6-76458282	0.029359396	res.fixed_indirect_X.12647..L.homoserine.2..12.359_ts_L3Tip.csv	res.fixed	L3Tip	X.12647..L.homoserine.2..12.359	6	79239600	Zm00001d018573
GRMZM2G375002	10-84008913	-0.009274626	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_L3Tip.csv	res.fixed	L3Tip	X.236..L.asparagine.2..14.984	10	83862912	Zm00001d018573
GRMZM2G375002	8-67514150	-0.088421003	res.fixed_indirect_X.6262..L.ornithine.2..16.632_ts_L3Tip.csv	res.fixed	L3Tip	X.6262..L.ornithine.2..16.632	8	69058967	Zm00001d018573
GRMZM2G375002	4-218081957	-0.07117901	res.fixed_indirect_X.12647..L.homoserine.2..12.359_ts_L3Tip.csv	res.fixed	L3Tip	X.12647..L.homoserine.2..12.359	4	221715143	Zm00001d018573
GRMZM2G375002	2-204951749	-0.08570789	res.fixed_indirect_X.6262..L.ornithine.2..16.632_ts_L3Tip.csv	res.fixed	L3Tip	X.6262..L.ornithine.2..16.632	2	210852032	Zm00001d018573
GRMZM2G375002	7-135260494	-0.068623715	res.fixed_indirect_X.6262..L.ornithine.2..16.632_ts_L3Tip.csv	res.fixed	L3Tip	X.6262..L.ornithine.2..16.632	7	139385788	Zm00001d018573
GRMZM2G375002	2-52991121	0.048768663	res.fixed_indirect_X.6262..L.ornithine.2..16.632_ts_L3Tip.csv	res.fixed	L3Tip	X.6262..L.ornithine.2..16.632	2	54385186	Zm00001d018573
GRMZM2G375002	3-21184532	-0.066420608	res.fixed_indirect_X.439742..beta.cyano.L.alanine..11.288_ts_L3Tip.csv	res.fixed	L3Tip	X.439742..beta.cyano.L.alanine..11.288	3	20602076	Zm00001d018573
GRMZM2G375002	5-216350834	0.025911579	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_L3Tip.csv	res.fixed	L3Tip	X.236..L.asparagine.2..14.984	5	222213225	Zm00001d018573
GRMZM2G375002	2-52991121	0.007950278	res.fixed_indirect_X.12647..L.homoserine.2..12.359_ts_L3Tip.csv	res.fixed	L3Tip	X.12647..L.homoserine.2..12.359	2	54385186	Zm00001d018573
GRMZM2G375002	5-215535426	-0.09336715	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_L3Tip.csv	res.fixed	L3Tip	X.236..L.asparagine.2..14.984	5	221343543	Zm00001d018573
GRMZM2G375002	9-77556642	-0.041269052	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_L3Tip.csv	res.fixed	L3Tip	X.236..L.asparagine.2..14.984	9	79646551	Zm00001d018573
GRMZM2G375002	5-216350834	-0.122159972	res.fixed_indirect_SouthernLeafBlight_ts_L3Tip.csv	res.fixed	L3Tip	SouthernLeafBlight	5	222213225	Zm00001d018573
GRMZM2G375002	1-79818931	0.072484537	res.fixed_indirect_X.12647..L.homoserine.2..12.359_ts_L3Tip.csv	res.fixed	L3Tip	X.12647..L.homoserine.2..12.359	1	81397842	Zm00001d018573
GRMZM2G375002	5-216350834	0.023731964	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_L3Tip.csv	res.fixed	L3Tip	X.448388..D.allose.1..17.278	5	222213225	Zm00001d018573
GRMZM2G375002	5-217086671	-0.326789509	res.fixed_indirect_X.938..nicotinic.acid..10.27_ts_L3Tip.csv	res.fixed	L3Tip	X.938..nicotinic.acid..10.27	5	222981457	Zm00001d018573
GRMZM2G375002	2-204951749	-0.08570789	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_L3Tip.csv	res.fixed	L3Tip	X.236..L.asparagine.2..14.984	2	210852032	Zm00001d018573
GRMZM2G375002	9-77556642	-0.041269052	res.fixed_indirect_X.6262..L.ornithine.2..16.632_ts_L3Tip.csv	res.fixed	L3Tip	X.6262..L.ornithine.2..16.632	9	79646551	Zm00001d018573
GRMZM2G375002	6-88352241	0.066799269	res.fixed_indirect_X.938..nicotinic.acid..10.27_ts_L3Tip.csv	res.fixed	L3Tip	X.938..nicotinic.acid..10.27	6	91005268	Zm00001d018573
GRMZM2G375002	5-216723389	-0.219711961	res.fixed_indirect_X.6262..L.ornithine.2..16.632_ts_L3Tip.csv	res.fixed	L3Tip	X.6262..L.ornithine.2..16.632	5	222598134	Zm00001d018573
GRMZM2G375002	5-217086671	-0.381364039	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_L3Tip.csv	res.fixed	L3Tip	X.236..L.asparagine.2..14.984	5	222981457	Zm00001d018573
GRMZM2G375002	7-135260494	-0.068623715	res.fixed_indirect_X.204..allantoin.1..17.293_ts_L3Tip.csv	res.fixed	L3Tip	X.204..allantoin.1..17.293	7	139385788	Zm00001d018573
GRMZM2G375002	4-218081957	-0.096812912	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_L3Tip.csv	res.fixed	L3Tip	X.236..L.asparagine.2..14.984	4	221715143	Zm00001d018573
GRMZM2G375002	7-173510049	-0.029187909	res.fixed_indirect_X.204..allantoin.1..17.293_ts_L3Tip.csv	res.fixed	L3Tip	X.204..allantoin.1..17.293	7	177429836	Zm00001d018573
GRMZM2G375002	8-67514150	-0.042578809	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_L3Tip.csv	res.fixed	L3Tip	X.448388..D.allose.1..17.278	8	69058967	Zm00001d018573
GRMZM2G375002	2-55849125	-0.075980138	res.fixed_indirect_X.204..allantoin.1..17.293_ts_L3Tip.csv	res.fixed	L3Tip	X.204..allantoin.1..17.293	2	57272007	Zm00001d018573
GRMZM2G375002	4-238584745	-0.030266213	res.fixed_indirect_X.12647..L.homoserine.2..12.359_ts_L3Tip.csv	res.fixed	L3Tip	X.12647..L.homoserine.2..12.359	4	243335764	Zm00001d018573
GRMZM2G375002	10-120709842	-0.232774417	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_L3Tip.csv	res.fixed	L3Tip	X.236..L.asparagine.2..14.984	10	121792053	Zm00001d018573
GRMZM2G375002	9-77556642	-0.041269052	res.fixed_indirect_X.204..allantoin.1..17.293_ts_L3Tip.csv	res.fixed	L3Tip	X.204..allantoin.1..17.293	9	79646551	Zm00001d018573
GRMZM2G375002	3-16876584	-0.073548376	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_L3Tip.csv	res.fixed	L3Tip	X.236..L.asparagine.2..14.984	3	16215389	Zm00001d018573
GRMZM2G375002	2-55849125	-0.075980138	res.fixed_indirect_X.439742..beta.cyano.L.alanine..11.288_ts_L3Tip.csv	res.fixed	L3Tip	X.439742..beta.cyano.L.alanine..11.288	2	57272007	Zm00001d018573
GRMZM2G375002	5-216723389	-0.286017428	res.fixed_indirect_X.12647..L.homoserine.2..12.359_ts_L3Tip.csv	res.fixed	L3Tip	X.12647..L.homoserine.2..12.359	5	222598134	Zm00001d018573
GRMZM2G375002	5-48877305	-0.075668568	res.fixed_indirect_SouthernLeafBlight_ts_L3Tip.csv	res.fixed	L3Tip	SouthernLeafBlight	5	50413754	Zm00001d018573
GRMZM2G375002	2-52991121	0.048768663	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_L3Tip.csv	res.fixed	L3Tip	X.236..L.asparagine.2..14.984	2	54385186	Zm00001d018573
GRMZM2G375002	4-238584745	-0.085972383	res.fixed_indirect_X.204..allantoin.1..17.293_ts_L3Tip.csv	res.fixed	L3Tip	X.204..allantoin.1..17.293	4	243335764	Zm00001d018573
GRMZM2G375002	4-238584745	-0.093979951	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_L3Tip.csv	res.fixed	L3Tip	X.448388..D.allose.1..17.278	4	243335764	Zm00001d018573
GRMZM2G375002	4-218081957	-0.096812912	res.fixed_indirect_X.439742..beta.cyano.L.alanine..11.288_ts_L3Tip.csv	res.fixed	L3Tip	X.439742..beta.cyano.L.alanine..11.288	4	221715143	Zm00001d018573
GRMZM2G375002	5-216723389	-0.219711961	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_L3Tip.csv	res.fixed	L3Tip	X.236..L.asparagine.2..14.984	5	222598134	Zm00001d018573
GRMZM2G375002	3-119194912	0.006204685	res.fixed_indirect_X.439742..beta.cyano.L.alanine..11.288_ts_L3Tip.csv	res.fixed	L3Tip	X.439742..beta.cyano.L.alanine..11.288	3	119392829	Zm00001d018573
GRMZM2G375002	4-218081957	-0.065958309	res.fixed_indirect_X.938..nicotinic.acid..10.27_ts_L3Tip.csv	res.fixed	L3Tip	X.938..nicotinic.acid..10.27	4	221715143	Zm00001d018573
GRMZM2G375002	10-67733544	0.099363954	res.fixed_indirect_X.439742..beta.cyano.L.alanine..11.288_ts_L3Tip.csv	res.fixed	L3Tip	X.439742..beta.cyano.L.alanine..11.288	10	66970106	Zm00001d018573
GRMZM2G375002	2-204951749	-0.08570789	res.fixed_indirect_X.204..allantoin.1..17.293_ts_L3Tip.csv	res.fixed	L3Tip	X.204..allantoin.1..17.293	2	210852032	Zm00001d018573
GRMZM2G375002	9-77556642	-0.015373437	res.fixed_indirect_X.938..nicotinic.acid..10.27_ts_L3Tip.csv	res.fixed	L3Tip	X.938..nicotinic.acid..10.27	9	79646551	Zm00001d018573
GRMZM2G375002	5-216829475	-0.091225548	res.fixed_indirect_SouthernLeafBlight_ts_L3Tip.csv	res.fixed	L3Tip	SouthernLeafBlight	5	222704379	Zm00001d018573
GRMZM2G375002	5-48877305	-0.030918371	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_L3Tip.csv	res.fixed	L3Tip	X.448388..D.allose.1..17.278	5	50413754	Zm00001d018573
GRMZM2G375002	5-217086671	-0.434996415	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_L3Tip.csv	res.fixed	L3Tip	X.448388..D.allose.1..17.278	5	222981457	Zm00001d018573
GRMZM2G375002	2-204951749	-0.082018133	res.fixed_indirect_SouthernLeafBlight_ts_L3Tip.csv	res.fixed	L3Tip	SouthernLeafBlight	2	210852032	Zm00001d018573
GRMZM2G375002	4-170497284	0.068929294	res.fixed_indirect_X.12647..L.homoserine.2..12.359_ts_L3Tip.csv	res.fixed	L3Tip	X.12647..L.homoserine.2..12.359	4	173457881	Zm00001d018573
GRMZM2G375002	6-117496960	-0.055304462	res.fixed_indirect_SouthernLeafBlight_ts_L3Tip.csv	res.fixed	L3Tip	SouthernLeafBlight	6	121222662	Zm00001d018573
GRMZM2G375002	9-13216519	0.061382881	res.fixed_indirect_X.938..nicotinic.acid..10.27_ts_L3Tip.csv	res.fixed	L3Tip	X.938..nicotinic.acid..10.27	9	12646825	Zm00001d018573
GRMZM2G375002	4-103527330	-0.149187401	res.fixed_indirect_X.6262..L.ornithine.2..16.632_ts_L3Tip.csv	res.fixed	L3Tip	X.6262..L.ornithine.2..16.632	4	101124894	Zm00001d018573
GRMZM2G375002	8-2081291	0.006848547	res.fixed_indirect_X.12647..L.homoserine.2..12.359_ts_L3Tip.csv	res.fixed	L3Tip	X.12647..L.homoserine.2..12.359	8	2227119	Zm00001d018573
GRMZM2G375002	2-204951749	-0.051266291	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_L3Tip.csv	res.fixed	L3Tip	X.448388..D.allose.1..17.278	2	210852032	Zm00001d018573
GRMZM2G375002	10-115291072	-0.065638135	res.fixed_indirect_X.439742..beta.cyano.L.alanine..11.288_ts_L3Tip.csv	res.fixed	L3Tip	X.439742..beta.cyano.L.alanine..11.288	10	116303476	Zm00001d018573
GRMZM2G375002	4-218081957	-0.096812912	res.fixed_indirect_X.6262..L.ornithine.2..16.632_ts_L3Tip.csv	res.fixed	L3Tip	X.6262..L.ornithine.2..16.632	4	221715143	Zm00001d018573
GRMZM2G375002	5-6482851	0.051305376	res.fixed_indirect_X.12647..L.homoserine.2..12.359_ts_L3Tip.csv	res.fixed	L3Tip	X.12647..L.homoserine.2..12.359	5	6833233	Zm00001d018573
GRMZM2G375002	10-115291072	-0.039946946	res.fixed_indirect_X.938..nicotinic.acid..10.27_ts_L3Tip.csv	res.fixed	L3Tip	X.938..nicotinic.acid..10.27	10	116303476	Zm00001d018573
GRMZM2G375002	5-217086671	-0.53609059	res.fixed_indirect_X.12647..L.homoserine.2..12.359_ts_L3Tip.csv	res.fixed	L3Tip	X.12647..L.homoserine.2..12.359	5	222981457	Zm00001d018573
GRMZM2G375002	9-77556642	-0.029299205	res.fixed_indirect_X.12647..L.homoserine.2..12.359_ts_L3Tip.csv	res.fixed	L3Tip	X.12647..L.homoserine.2..12.359	9	79646551	Zm00001d018573
GRMZM2G375002	10-115291072	-0.065638135	res.fixed_indirect_X.204..allantoin.1..17.293_ts_L3Tip.csv	res.fixed	L3Tip	X.204..allantoin.1..17.293	10	116303476	Zm00001d018573
GRMZM2G375002	3-119194912	0.016023229	res.fixed_indirect_X.938..nicotinic.acid..10.27_ts_L3Tip.csv	res.fixed	L3Tip	X.938..nicotinic.acid..10.27	3	119392829	Zm00001d018573
GRMZM2G375002	10-84008913	-0.009274626	res.fixed_indirect_X.204..allantoin.1..17.293_ts_L3Tip.csv	res.fixed	L3Tip	X.204..allantoin.1..17.293	10	83862912	Zm00001d018573
GRMZM2G375002	10-67733544	0.099363954	res.fixed_indirect_X.6262..L.ornithine.2..16.632_ts_L3Tip.csv	res.fixed	L3Tip	X.6262..L.ornithine.2..16.632	10	66970106	Zm00001d018573
GRMZM2G375002	4-238584745	-0.085972383	res.fixed_indirect_X.236..L.asparagine.2..14.984_ts_L3Tip.csv	res.fixed	L3Tip	X.236..L.asparagine.2..14.984	4	243335764	Zm00001d018573
GRMZM2G375002	4-218081957	-0.096812912	res.fixed_indirect_X.204..allantoin.1..17.293_ts_L3Tip.csv	res.fixed	L3Tip	X.204..allantoin.1..17.293	4	221715143	Zm00001d018573
GRMZM2G375002	5-217086671	-0.34500455	res.fixed_indirect_SouthernLeafBlight_ts_L3Tip.csv	res.fixed	L3Tip	SouthernLeafBlight	5	222981457	Zm00001d018573
GRMZM2G375002	1-91635641	-0.089417601	res.fixed_indirect_X.12647..L.homoserine.2..12.359_ts_L3Tip.csv	res.fixed	L3Tip	X.12647..L.homoserine.2..12.359	1	93589359	Zm00001d018573
GRMZM2G375002	10-120709842	-0.232774417	res.fixed_indirect_X.204..allantoin.1..17.293_ts_L3Tip.csv	res.fixed	L3Tip	X.204..allantoin.1..17.293	10	121792053	Zm00001d018573
GRMZM2G375002	3-119194912	0.006204685	res.fixed_indirect_X.204..allantoin.1..17.293_ts_L3Tip.csv	res.fixed	L3Tip	X.204..allantoin.1..17.293	3	119392829	Zm00001d018573
